Name,Rating,Hospital Ownership,Mortality,Safety,Patient Experience,Effectiveness of Care,Timeliness,Medical Imaging Efficiency
"SAINT FRANCIS HOSPITAL, INC",3,5,1,1,3,2,2,1
"SELF REGIONAL HEALTHCARE",3,5,2,1,3,2,3,2
"ASANTE THREE RIVERS MEDICAL CENTER",3,7,3,3,2,2,2,2
"TRISTAR SOUTHERN HILLS MEDICAL CENTER",3,9,2,3,2,2,3,2
"INTEGRIS MIAMI HOSPITAL",3,5,2,2,2,2,3,2
"RIDDLE MEMORIAL HOSPITAL",4,5,2,1,3,2,1,2
"LEHIGH VALLEY HOSPITAL - MUHLENBERG",2,7,2,1,2,1,1,2
"HERITAGE VALLEY SEWICKLEY",3,5,2,2,3,2,2,2
"BETHESDA NORTH",4,6,2,3,2,2,2,2
"ST LUKE'S QUAKERTOWN HOSPITAL",4,5,2,2,2,2,2,2
"ABINGTON MEMORIAL HOSPITAL",2,5,2,1,2,2,1,3
"CAROMONT REGIONAL MEDICAL CENTER",4,2,3,3,1,2,1,3
"PARMA COMMUNITY GENERAL HOSPITAL",4,5,1,3,1,2,1,2
"GOOD SAMARITAN REGIONAL MEDICAL CENTER",3,5,2,1,2,2,2,2
"UH GEAUGA MEDICAL CENTER",4,5,2,3,3,2,2,2
"GRAND VIEW HOSPITAL",4,7,1,1,3,3,2,2
"FAIRFIELD MEDICAL CENTER",2,7,2,1,3,2,2,3
"WILSON MEDICAL CENTER",4,5,2,3,2,2,1,2
"PENN PRESBYTERIAN MEDICAL CENTER",4,7,1,3,2,2,1,2
"NORTHEASTERN HEALTH SYSTEM",2,2,2,2,1,1,2,1
"CATAWBA VALLEY MEDICAL CENTER",3,7,3,2,3,2,2,3
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",2,5,2,1,1,2,1,2
"INTEGRIS SOUTHWEST MEDICAL CENTER",3,5,2,3,1,2,3,1
"MERCY HOSPITAL ARDMORE, INC",3,5,2,3,2,2,3,1
"GEISINGER - COMMUNITY MEDICAL CENTER",2,5,2,1,1,2,1,2
"ST ELIZABETH BOARDMAN HEALTH CENTER",2,6,2,1,2,2,1,2
"EAST LIVERPOOL CITY HOSPITAL",3,5,2,2,1,2,3,2
"SANFORD MEDICAL CENTER FARGO",3,5,3,1,1,2,2,2
"HARRIS REGIONAL HOSPITAL",2,9,2,1,1,2,3,1
"INTEGRIS CANADIAN VALLEY  HOSPITAL",3,5,2,2,2,2,3,2
"ST ANTHONY HOSPITAL",3,5,2,3,2,2,2,1
"ADVENTIST MEDICAL CENTER",3,6,3,2,3,2,2,2
"CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH",3,6,2,3,2,1,1,1
"MOSES H CONE MEMORIAL HOSPITAL, THE",4,5,2,3,2,2,1,3
"ALTRU HOSPITAL",3,2,2,2,2,2,2,2
"VHS HARLINGEN HOSPITAL COMPANY LLC",4,9,1,3,1,2,1,1
"CAROLINAS HOSPITAL SYSTEM",2,9,2,1,3,2,2,2
"AULTMAN HOSPITAL",4,7,2,1,2,2,2,3
"ST JOHN OWASSO",3,5,2,2,3,2,3,2
"HANOVER HOSPITAL",3,5,2,2,2,2,1,2
"INDIANA REGIONAL MEDICAL CENTER",3,5,2,2,2,2,2,1
"DUKE REGIONAL HOSPITAL",3,2,2,3,2,2,1,3
"UNIVERSITY OF TN MEDICAL CENTER (THE)",3,5,3,2,3,2,1,3
"SOUTH TEXAS HEALTH SYSTEM",3,9,1,3,1,2,1,2
"MAIN LINE HOSPITAL PAOLI",5,5,1,3,3,2,2,2
"SPRINGS MEMORIAL HOSPITAL",2,9,3,2,1,2,3,2
"BRANDYWINE HOSPITAL",2,9,2,3,1,2,1,2
"CAROLINAS HOSPITAL SYSTEM MARION",2,9,2,2,1,2,2,2
"BON SECOURS-ST FRANCIS XAVIER HOSPITAL",5,5,1,2,3,2,2,2
"AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER",4,5,2,3,3,2,3,2
"CHESTNUT HILL HOSPITAL",2,9,3,2,1,2,1,2
"COMANCHE COUNTY MEMORIAL HOSPITAL",3,1,3,2,1,2,2,2
"WILKES-BARRE GENERAL HOSPITAL",2,5,3,2,1,2,1,1
"MERCY HOSPITAL ADA",3,5,2,2,2,2,3,1
"MERCY HOSPITAL FAIRFIELD",4,5,2,3,3,2,2,2
"LIMA MEMORIAL HEALTH SYSTEM",3,7,2,2,2,2,2,2
"COVENANT MEDICAL CENTER",3,6,2,2,3,1,2,1
"MAURY REGIONAL HOSPITAL",4,2,2,3,3,2,3,2
"AVERA ST MARY'S HOSPITAL",4,5,2,2,2,2,3,2
"ST JOSEPH MEDICAL CENTER",3,9,2,2,1,2,2,2
"DUBLIN METHODIST HOSPITAL",5,5,2,3,3,2,2,2
"ST VINCENT CHARITY MEDICAL CENTER",4,5,2,2,3,2,3,2
"WOOD COUNTY HOSPITAL",3,5,2,2,3,1,3,2
"CLINTON MEMORIAL HOSPITAL",3,2,2,2,1,2,3,2
"ST ELIZABETH YOUNGSTOWN HOSPITAL",1,6,2,1,1,2,1,2
"BAYSHORE MEDICAL CENTER",2,9,2,2,1,2,1,2
"FLOWER HOSPITAL",4,5,2,1,3,2,3,2
"INTEGRIS GROVE HOSPITAL",3,5,2,3,2,2,3,2
"DUKE HEALTH RALEIGH HOSPITAL",4,5,2,3,3,2,1,2
"RAPID CITY REGIONAL HOSPITAL",3,5,2,1,1,2,3,3
"SHARON REGIONAL HEALTH SYSTEM",2,9,1,3,1,2,2,1
"STARR REGIONAL MEDICAL CENTER ATHENS",3,9,3,2,2,2,3,2
"ST CHARLES MEDICAL CENTER - BEND",3,5,3,3,2,1,1,2
"DUNCAN REGIONAL HOSPITAL, INC",3,5,3,2,3,2,3,2
"ST MARY'S REGIONAL MEDICAL CENTER",4,9,2,3,3,2,3,1
"SAINT FRANCIS BARTLETT MEDICAL CENTER",3,9,3,3,2,2,1,2
"OKLAHOMA STATE UNIVERSITY MEDICAL CENTER",2,3,2,3,1,1,3,2
"GEISINGER MEDICAL CENTER",2,5,2,1,3,3,1,2
"TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL",2,5,2,1,2,1,1,2
"HOLZER MEDICAL CENTER",2,5,2,1,1,1,3,2
"MERCY HOSPITAL CLERMONT",4,6,1,3,2,2,2,2
"SUMMA WESTERN RESERVE HOSPITAL",3,7,2,2,3,2,3,2
"UNION HOSPITAL",3,7,2,2,3,2,3,2
"YORK HOSPITAL",3,5,3,3,1,2,2,2
"GROVE CITY MEDICAL CENTER",4,5,2,2,3,2,3,2
"THE MIRIAM HOSPITAL",4,5,1,3,3,2,1,3
"PUNXSUTAWNEY AREA HOSPITAL",4,5,2,2,3,2,3,2
"OKLAHOMA HEART HOSPITAL, LLC",5,10,1,2,3,2,3,1
"WATAUGA MEDICAL CENTER",3,2,2,2,2,2,3,3
"PROVIDENCE HEALTH",4,9,2,3,3,1,1,3
"BAYLOR UNIVERSITY MEDICAL CENTER",4,6,3,2,2,3,1,3
"METHODIST MEDICAL CENTER OF OAK RIDGE",3,5,3,2,3,2,2,2
"EXCELA HEALTH WESTMORELAND HOSPITAL",4,7,2,3,3,2,2,2
"SAINT THOMAS RIVER PARK HOSPITAL",3,9,2,2,1,2,2,2
"MERCY HEALTH - WEST HOSPITAL",4,5,2,3,3,2,2,2
"BAPTIST MEDICAL CENTER",3,9,2,3,1,2,1,3
"HALIFAX REGIONAL MEDICAL CENTER INC",3,5,2,2,2,2,2,2
"MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION",2,2,3,2,1,2,2,2
"TIDELANDS HEALTH",3,5,2,2,1,2,2,1
"LEGACY MERIDIAN PARK MEDICAL CENTER",4,5,2,3,3,2,2,2
"GRANT MEDICAL CENTER",2,6,2,1,2,2,1,3
"LECONTE MEDICAL CENTER",3,7,2,2,1,2,1,2
"LAREDO MEDICAL CENTER",3,6,2,3,1,1,1,2
"LEXINGTON MEMORIAL HOSPITAL INC",3,5,2,2,2,2,2,2
"LAKE NORMAN REGIONAL MEDICAL CENTER",2,9,3,1,1,2,3,2
"MERCY HOSPITAL OKLAHOMA CITY, INC",3,6,3,3,1,3,3,1
"WELLMONT HOLSTON VALLEY MEDICAL CENTER",3,5,2,1,3,2,1,2
"AVERA SACRED HEART HOSPITAL",4,5,2,2,3,3,3,2
"CAPE FEAR VALLEY MEDICAL CENTER",3,5,1,1,1,2,1,3
"COOKEVILLE REGIONAL MEDICAL CENTER",3,2,3,3,2,2,1,2
"JPS HEALTH NETWORK",2,1,2,1,1,2,1,2
"LEGACY MOUNT HOOD MEDICAL CENTER",3,5,2,2,2,2,3,2
"PROVIDENCE MEMORIAL HOSPITAL",1,9,3,1,1,2,2,2
"AFFINITY MEDICAL CENTER",3,9,2,2,1,2,2,2
"OHIOHEALTH O'BLENESS HOSPITAL",3,7,2,2,1,2,2,2
"LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE",2,5,2,2,1,2,2,2
"TRISTAR STONECREST MEDICAL CENTER",3,9,2,2,1,2,2,2
"ALLIANCEHEALTH PONCA CITY",3,9,2,3,2,2,3,2
"PALMETTO HEALTH RICHLAND",2,5,2,1,2,2,1,3
"SUMNER REGIONAL MEDICAL CENTER",2,9,3,2,1,2,3,2
"ALLIANCE COMMUNITY HOSPITAL",4,7,2,3,2,2,2,1
"MERCY TIFFIN HOSPITAL",4,6,2,2,3,2,3,2
"SOUTHEASTERN REGIONAL MEDICAL CENTER",2,5,1,1,1,1,1,2
"TUALITY COMMUNITY HOSPITAL",3,5,2,2,2,2,2,2
"RHODE ISLAND HOSPITAL",3,5,2,2,1,2,1,3
"VAN WERT COUNTY HOSPITAL",3,5,2,2,2,2,3,2
"PROVIDENCE MEDFORD MEDICAL CENTER",2,6,3,2,1,2,2,2
"UNIVERSITY OF TOLEDO MEDICAL CENTER",1,3,2,1,1,2,2,2
"REX HOSPITAL",3,3,3,3,3,2,1,3
"MOUNT CARMEL WEST",2,7,3,1,1,2,1,3
"CAROLINAS HEALTHCARE SYSTEM CLEVELAND",4,1,3,3,3,2,2,1
"ASANTE ROGUE REGIONAL MEDICAL CENTER",4,5,2,3,2,2,3,2
"GUADALUPE REGIONAL MEDICAL CENTER",3,7,3,3,3,2,2,2
"TENNOVA HEALTHCARE-SHELBYVILLE",1,9,2,1,1,2,2,2
"AKRON GENERAL MEDICAL CENTER",3,5,1,1,1,2,2,3
"LENOIR MEMORIAL HOSPITAL",2,5,3,1,2,2,2,2
"SKY LAKES MEDICAL CENTER",3,5,3,2,2,2,1,2
"CAROLINAS HEALTHCARE SYSTEM LINCOLN",4,1,2,2,3,2,2,2
"CUMBERLAND MEDICAL CENTER",3,5,2,2,1,2,3,1
"BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER",4,5,1,2,2,2,1,1
"DENTON REGIONAL MEDICAL CENTER",3,9,1,2,2,2,2,2
"ST JOHNS MEDICAL CENTER",4,1,2,2,3,2,3,2
"WADLEY REGIONAL MEDICAL CENTER",2,10,2,1,2,2,1,1
"MISSION REGIONAL MEDICAL CENTER",4,5,1,3,3,2,2,2
"WOODLAND HEIGHTS MEDICAL CENTER",3,9,2,1,2,2,3,2
"BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND",3,4,2,2,1,2,2,2
"UNIVERSITY MEDICAL CENTER",3,1,3,3,2,2,2,1
"MARY WASHINGTON HOSPITAL, INC",2,5,1,1,1,2,1,3
"LEWISGALE MEDICAL CENTER",3,7,2,3,1,2,3,2
"CEDAR CITY HOSPITAL",4,5,2,2,3,2,3,2
"DAVIS HOSPITAL AND MEDICAL CENTER",2,9,2,1,1,2,3,2
"SWEDISH ISSAQUAH",3,5,2,3,3,2,3,2
"SALT LAKE REGIONAL MEDICAL CENTER",3,9,2,1,1,2,2,2
"DANVILLE REGIONAL MEDICAL CENTER",1,9,3,1,1,2,1,2
"SIERRA MEDICAL CENTER",2,9,2,1,1,2,2,2
"LEWISGALE HOSPITAL MONTGOMERY",2,9,3,2,2,2,3,2
"CABELL HUNTINGTON HOSPITAL INC",2,5,3,1,2,2,1,2
"SIERRA PROVIDENCE EAST MEDICAL CENTER",2,9,2,1,2,2,2,2
"KADLEC REGIONAL MEDICAL CENTER",3,5,3,3,2,3,1,3
"STAFFORD HOSPITAL, LLC",3,5,2,1,3,2,1,2
"HOUSTON METHODIST WEST HOSPITAL",4,5,2,3,3,2,2,2
"TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL",4,5,2,2,3,2,2,2
"COLUMBIA ST MARYS HOSPITAL MILWAUKEE",3,6,2,2,1,2,2,2
"HENRICO DOCTORS' HOSPITAL",4,7,2,3,3,3,3,2
"CORPUS CHRISTI MEDICAL CENTER,THE",4,9,2,3,2,2,2,2
"TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO",4,5,2,2,3,2,2,2
"LOGAN REGIONAL MEDICAL CENTER",3,9,1,2,1,2,2,3
"THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC",3,5,3,2,3,2,3,2
"PROVIDENCE REGIONAL MEDICAL CENTER EVERETT",3,6,3,1,2,2,1,3
"HOUSTON METHODIST HOSPITAL",5,5,1,1,3,3,1,1
"DOCTORS HOSPITAL AT RENAISSANCE",3,10,1,2,1,2,1,1
"NORTH CYPRESS MEDICAL CENTER",3,10,1,2,3,2,1,1
"PROVIDENCE HOLY FAMILY HOSPITAL",3,6,2,1,2,2,1,3
"UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE",2,5,2,2,1,2,1,2
"RESTON HOSPITAL CENTER",2,5,2,3,1,2,3,2
"BROWNWOOD REGIONAL MEDICAL CENTER",2,9,3,3,1,2,2,1
"INOVA FAIRFAX HOSPITAL",3,5,2,2,2,2,2,3
"CHI ST LUKES HEALTH MEMORIAL LUFKIN",3,5,2,3,2,2,1,1
"MEDICAL COLLEGE OF VIRGINIA HOSPITALS",3,1,2,2,2,2,1,3
"SWEDISH MEDICAL CENTER",3,5,2,1,2,2,3,2
"MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE",5,5,2,1,3,2,2,2
"PROVIDENCE SACRED HEART MEDICAL CENTER",3,6,3,2,1,2,2,3
"NORTHWEST TEXAS HOSPITAL",3,5,2,1,1,2,1,2
"AURORA WEST ALLIS MEDICAL CENTER",4,5,2,2,2,2,3,2
"MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT",4,6,2,2,3,3,3,2
"CEDAR PARK REGIONAL MEDICAL CENTER",2,9,2,2,1,2,2,2
"UNITYPOINT HEALTH - MERITER",5,5,1,2,3,2,3,2
"BECKLEY ARH HOSPITAL",2,5,2,3,1,2,1,1
"OGDEN REGIONAL MEDICAL CENTER",3,9,2,3,1,2,3,2
"SACRED HEART HOSPITAL",4,6,2,1,3,2,3,2
"CAMDEN CLARK MEDICAL CENTER",2,5,2,1,1,2,3,1
"TOMBALL REGIONAL MEDICAL CENTER",3,9,1,1,1,2,2,2
"EVERGREENHEALTH MEDICAL CENTER",5,1,1,3,2,2,2,3
"SCOTT & WHITE HOSPITAL-ROUND ROCK",4,5,2,3,3,3,3,2
"TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL",3,10,2,2,2,3,2,2
"LAKEVIEW HOSPITAL",4,9,2,3,3,2,3,2
"SHANNON MEDICAL CENTER",4,5,2,3,3,3,3,2
"UNIVERSITY HEALTH SYSTEM",1,1,2,1,1,2,1,1
"CLINCH VALLEY MEDICAL CENTER",4,9,1,2,2,2,3,1
"VIRGINIA MASON MEDICAL CENTER",4,5,2,3,3,2,2,2
"ST CLARE HOSPITAL",3,6,2,1,1,2,1,2
"WHEATON FRANCISCAN HEALTHCARE ST FRANCIS HOSPITAL",3,5,1,2,2,2,2,2
"AURORA MEMORIAL HOSPITAL BURLINGTON",4,5,2,3,2,2,3,2
"CHEYENNE REGIONAL MEDICAL CENTER",2,7,2,3,1,2,2,2
"AURORA SHEBOYGAN MEMORIAL MEDICAL CTR",4,5,2,2,3,2,3,2
"HOUSTON METHODIST SUGARLAND HOSPITAL",4,5,1,3,3,2,1,1
"COVENANT HOSPITAL PLAINVIEW",3,5,2,2,2,1,2,2
"SETON MEDICAL CENTER HAYS",4,5,2,2,3,2,2,2
"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER",4,3,2,2,3,2,2,2
"WHEATON FRANCISCAN - ST JOSEPH",3,6,2,1,2,2,2,2
"PARK PLAZA HOSPITAL",4,9,2,3,1,2,2,2
"SAN ANGELO COMMUNITY MEDICAL CENTER",3,9,2,2,3,2,3,2
"WEIRTON MEDICAL CENTER",3,2,1,3,1,1,3,2
"ETMC HENDERSON",3,5,2,2,2,2,2,2
"NORTHWEST HOSPITAL",4,7,3,3,3,2,1,2
"AURORA MEDICAL CTR MANITOWOC COUNTY",4,5,2,2,3,2,3,2
"MEMORIAL HERMANN KATY HOSPITAL",4,5,2,3,3,2,2,1
"LONGVIEW REGIONAL MEDICAL CENTER",4,9,1,3,2,2,2,1
"GUNDERSEN LUTHERAN MEDICAL CENTER",4,5,3,2,3,2,3,2
"PLAZA MEDICAL CENTER OF FORT WORTH",3,9,2,2,2,2,2,2
"DAVIS MEDICAL CENTER",3,5,2,1,2,2,3,2
"AUGUSTA HEALTH",3,5,3,3,2,2,2,2
"AURORA BAYCARE MEDICAL CTR",4,9,2,2,3,2,3,2
"HUNTSVILLE MEMORIAL HOSPITAL",2,5,2,3,1,2,2,2
"PALESTINE REGIONAL MEDICAL CENTER",3,9,2,2,1,2,3,2
"SOUTHWESTERN VERMONT MEDICAL CENTER",4,5,1,3,3,2,2,2
"MULTICARE GOOD SAMARITAN HOSPITAL",3,5,1,1,1,2,1,3
"SENTARA OBICI HOSPITAL",4,7,2,3,3,2,1,3
"TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS",4,5,2,3,2,2,2,2
"OLYMPIC MEDICAL CENTER",2,2,3,1,2,2,3,2
"MINISTRY SAINT MARYS HOSPITAL",3,5,2,2,2,2,2,2
"WINCHESTER MEDICAL CENTER",3,5,2,3,1,2,2,3
"TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND",4,9,2,2,3,2,2,2
"MEMORIAL HERMANN SUGAR LAND HOSPITAL",4,5,2,2,2,2,2,2
"AURORA ST LUKES MEDICAL CENTER",4,5,1,1,3,3,3,2
"TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD",4,5,2,3,3,2,2,2
"ST FRANCIS COMMUNITY HOSPITAL",3,6,2,2,1,2,1,2
"CYPRESS FAIRBANKS MEDICAL CENTER",2,9,2,2,1,2,2,2
"NORTHWESTERN MEDICAL CENTER INC",2,7,2,2,2,2,3,2
"AURORA MEDICAL CTR KENOSHA",4,5,2,2,3,2,3,2
"BEAVER DAM COMMUNITY HOSPITAL",4,5,2,2,3,2,3,2
"THE MONROE CLINIC",4,5,2,2,3,2,3,2
"RALEIGH GENERAL HOSPITAL",2,9,1,3,1,2,2,2
"NIX HEALTH CARE SYSTEM",3,9,2,2,1,2,3,2
"INOVA FAIR OAKS HOSPITAL",4,7,2,3,3,2,3,2
"BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE",3,5,2,1,3,2,2,2
"DOCTORS HOSPITAL OF LAREDO",3,9,2,3,1,2,1,2
"WATERTOWN REGIONAL MEDICAL CENTER",4,5,2,2,3,2,2,2
"HIGHLINE MEDICAL CENTER",3,5,2,2,1,2,2,2
"UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY",4,1,2,2,3,3,2,3
"CAMPBELL COUNTY MEMORIAL HOSPITAL",2,1,2,2,2,2,3,1
"MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER",5,5,1,3,2,2,2,1
"SENTARA NORTHERN VIRGINIA MEDICAL CENTER",2,5,2,1,2,2,1,2
"SENTARA NORFOLK GENERAL HOSPITAL",3,7,2,1,3,2,1,2
"LAKEVIEW MEDICAL CENTER",4,5,2,3,3,3,3,2
"RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG",4,5,2,2,3,2,3,2
"KENNEWICK GENERAL HOSPITAL",3,1,2,3,1,2,3,3
"SWEDISH EDMONDS HOSPITAL",2,5,3,1,1,2,2,3
"THE MEDICAL CENTER OF SOUTHEAST TEXAS",3,9,2,3,1,1,1,1
"BAPTIST BEAUMONT HOSPITAL",3,5,3,3,1,2,1,3
"FAUQUIER HOSPITAL",2,5,2,1,2,2,2,2
"PEACEHEALTH SOUTHWEST MEDICAL CENTER",2,5,3,1,1,1,2,2
"BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER",4,6,2,3,2,2,1,2
"CJW MEDICAL CENTER",2,9,3,3,1,2,2,2
"SENTARA PRINCESS ANNE HOSPITAL",4,7,1,2,3,2,1,2
"COMMUNITY MEMORIAL HEALTHCENTER, INC",3,5,2,3,1,3,2,1
"WISE REGIONAL HEALTH SYSTEM",3,1,2,2,2,2,3,2
"SENTARA HALIFAX REGIONAL HOSPITAL",3,5,3,2,2,2,2,2
"CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS",3,9,2,2,2,1,3,1
"BON SECOURS ST FRANCIS MEDICAL CENTER",3,6,2,1,2,2,2,2
"ST LUKE'S PATIENTS MEDICAL CENTER",4,10,2,2,1,2,1,2
"VALLEY MEDICAL CENTER",3,1,2,1,2,2,1,3
"LOGAN REGIONAL HOSPITAL",4,5,2,2,3,2,2,2
"BRATTLEBORO MEMORIAL HOSPITAL",4,5,2,2,2,2,2,2
"ST MARY'S MEDICAL CENTER",3,6,1,2,3,2,2,3
"WAUKESHA MEMORIAL HOSPITAL",4,5,3,2,2,2,3,2
"YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER",2,9,2,2,1,2,1,2
"SSM HEALTH ST MARY'S HOSPITAL - MADISON",5,5,2,3,3,2,3,2
"UNIVERSITY OF VERMONT MEDICAL CENTER",3,7,3,2,3,2,1,3
"MULTICARE AUBURN MEDICAL CENTER",2,5,2,2,1,2,1,2
"CASCADE VALLEY HOSPITAL",3,1,2,1,2,2,2,2
"UNITED HOSPITAL CENTER",3,5,1,2,2,2,3,1
"CENTRAL WASHINGTON HOSPITAL",4,5,3,3,3,2,3,2
"JORDAN VALLEY MEDICAL CENTER",3,7,2,2,1,1,3,2
"LEGACY SALMON CREEK MEDICAL CENTER",4,5,2,3,3,2,2,2
"SENTARA CAREPLEX HOSPITAL",3,5,3,3,3,2,1,2
"ST MARK'S HOSPITAL",3,7,2,2,1,2,3,2
"AURORA MEDICAL CENTER",4,5,2,2,3,2,3,2
"SKAGIT VALLEY HOSPITAL",3,1,2,2,1,3,2,2
"MEDICAL CENTER OF PLANO",3,9,3,2,2,2,3,1
"ST JOSEPH MEDICAL CENTER",3,6,3,1,2,2,1,2
"CONROE REGIONAL MEDICAL CENTER",2,9,2,2,1,2,2,2
"ISLAND HOSPITAL",4,1,2,2,3,2,2,2
"ST JOSEPHS HOSPITAL",4,6,2,2,3,2,2,2
"ST AGNES HOSPITAL",3,5,2,1,3,2,3,2
"KNAPP MEDICAL CENTER",4,5,1,3,1,2,2,1
"BON SECOURS DEPAUL MEDICAL CENTER",3,5,2,2,1,2,1,2
"HOUSTON NORTHWEST MEDICAL CENTER",2,9,2,2,1,3,1,2
"NAVARRO REGIONAL HOSPITAL",2,7,2,1,1,2,3,2
"CHRISTUS SPOHN HOSPITAL KLEBERG",3,5,2,2,2,2,1,1
"INOVA LOUDOUN HOSPITAL",3,5,2,2,2,2,2,3
"BELOIT MEMORIAL HOSPITAL",3,5,3,2,2,2,3,1
"HOUSTON METHODIST WILLOWBROOK HOSPITAL",4,5,1,3,3,2,1,2
"TEXAS HEALTH HARRIS METHODIST FORT WORTH",3,6,3,3,3,2,1,3
"METROPLEX HOSPITAL",3,5,2,2,2,2,1,2
"HOLY FAMILY MEMORIAL",4,7,2,2,2,2,3,2
"ST FRANCIS HOSPITAL",4,9,2,2,3,2,2,2
"MCKAY DEE HOSPITAL",3,5,2,1,3,2,2,3
"VAL VERDE REGIONAL MEDICAL CENTER",3,1,2,2,2,2,2,1
"AURORA MEDICAL CTR WASHINGTON COUNTY",4,5,2,2,3,2,3,2
"TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN",3,5,2,2,3,2,2,2
"RIVERSIDE TAPPAHANNOCK HOSPITAL",4,5,2,2,3,2,2,2
"BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON",2,9,2,1,1,2,2,2
"SETON MEDICAL CENTER WILLIAMSON",3,5,2,1,3,2,3,2
"MARTHA JEFFERSON HOSPITAL",3,5,2,1,3,2,1,3
"UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS",4,3,2,3,3,2,1,3
"SENTARA LEIGH HOSPITAL",4,7,2,3,3,2,1,2
"MONONGALIA COUNTY GENERAL HOSPITAL",3,5,2,2,3,2,2,1
"BON SECOURS MARYVIEW MEDICAL CENTER",3,5,2,2,1,2,1,2
"HARRISON MEMORIAL HOSPITAL",2,5,3,1,1,2,2,2
"NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER",2,5,3,3,1,2,2,2
"TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F",5,5,2,3,3,2,2,2
"CENTRAL TEXAS MEDICAL CENTER",3,5,2,2,2,2,2,2
"BAY AREA MEDICAL CENTER",4,5,2,3,2,2,3,2
"COLUMBIA ST MARYS HOSPITAL OZAUKEE",3,6,2,1,2,2,3,2
"JOHN RANDOLPH MEDICAL CENTER",2,9,3,2,1,2,3,1
"NACOGDOCHES MEDICAL CENTER",3,7,2,2,2,2,3,2
"MEDICAL CENTER OF MCKINNEY",3,9,2,3,2,2,3,2
"HOUSTON METHODIST SAN JACINTO HOSPITAL",3,5,2,2,2,2,1,1
"FORT MEMORIAL HOSPITAL",4,5,2,2,3,2,2,2
"BON SECOURS ST MARYS HOSPITAL",4,6,2,2,3,2,2,2
"HARBORVIEW MEDICAL CENTER",2,2,2,2,1,2,1,2
"LAKE GRANBURY MEDICAL CENTER",3,9,2,2,1,2,2,1
"EAST TEXAS MEDICAL CENTER ATHENS",3,5,2,3,1,2,2,2
"THOMAS MEMORIAL HOSPITAL",3,5,1,2,1,1,1,2
"BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE",2,9,3,3,1,2,2,2
"RIO GRANDE REGIONAL HOSPITAL",4,9,1,1,1,2,3,2
"PROVIDENCE CENTRALIA HOSPITAL",3,7,2,2,2,1,2,2
"SMYTH COUNTY COMMUNITY HOSPITAL",3,5,2,2,2,2,3,2
"SETON MEDICAL CENTER HARKER HEIGHTS",4,9,2,3,3,2,2,2
"ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC",3,5,3,2,3,2,3,2
"WHEATON FRANCISCAN HEALTHCARE ALL SAINTS",3,6,2,2,2,2,2,2
"PROVIDENCE ST MARY MEDICAL CENTER",3,5,2,2,3,2,2,2
"PARIS REGIONAL MEDICAL CENTER",3,9,3,3,1,2,2,2
"METHODIST RICHARDSON MEDICAL CENTER",4,1,2,2,2,2,3,3
"LAKEWAY REGIONAL MEDICAL CENTER, LLC",3,9,2,3,1,2,3,2
"RUTLAND REGIONAL MEDICAL CENTER",4,5,2,2,3,2,1,2
"BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI",4,5,2,2,3,2,3,2
"MERCY MEDICAL CENTER OF OSHKOSH",4,5,2,2,3,2,3,2
"OAKBEND MEDICAL CENTER",3,1,2,1,1,2,2,1
"SCOTT & WHITE HOSPITAL BRENHAM",3,5,2,2,2,2,2,2
"WEST HOUSTON MEDICAL CENTER",3,9,2,2,1,2,1,2
